,IDS,Number,deltas,full_01,133_01,104_01,102_01,61_01,56_01,PDB etc. Deltas,PDB etc. Deltas Error,Relative Deltas,Relative Deltas Error,M1 M+N Relative Abundance,M1 M+N Relative Abundance Error,UM1,UM1 Error,Calc U Values,Calc U Values Error
Cmethyl,C,1,-45.0765704786007,1,1,1,x,1,x,-45.0765704786007,2.143210541981144,-15.542856163505883,2.2094954041042785,0.15669295779556777,0.0003628767409706083,0.06848213076708282,1.658987019780754e-05,0.010730665562217858,2.4083685502350528e-05
Cgamma,C,1,-35.15544580825116,1,1,1,1,1,1,-35.15544580825116,3.280477742714966,-5.314892585825939,3.381935817231919,0.15832085466091145,0.000529322478812674,0.06848213076708282,1.658987019780754e-05,0.01084215122436352,3.686338449043665e-05
Calphabeta,C,2,-29.87249757002632,1,1,1,1,x,1,-29.87249757002632,1.5526964568630912,0.1314458040965432,1.6007179967660707,0.318375518201957,0.0005067161982207792,0.06848213076708282,1.658987019780754e-05,0.021803033540612138,3.489592125012387e-05
Ccarboxyl,C,1,-25.049489524702857,1,1,x,1,x,x,-25.049489524702857,1.91803578213016,5.103619046698135,1.9773564764228468,0.15997919273406308,0.0003278097536659173,0.06848213076708282,1.658987019780754e-05,0.01095571387631302,2.1553351690953024e-05
Ocarboxyl,O,2,-12.931251926041908,1,1,x,1,x,x,-12.931251926041908,2.5632363997547123,-12.931251926041895,2.563236399754715,0.010951391277217974,2.7012497505535383e-05,0.06848213076708282,1.658987019780754e-05,0.0007499748347865933,1.947547016533632e-06
Ssulfur,S,1,2.4538584377614705,1,1,1,x,1,x,2.4538584377614705,0.9870448642336461,2.4538584377614687,0.9870448642336502,0.11530494110330315,9.370937962433778e-05,0.06848213076708282,1.658987019780754e-05,0.00789632904291424,7.774952395568445e-06
Namine,N,1,10.020151044627227,1,x,1,1,x,1,10.020151044627227,0.9714127463617576,10.020151044627132,0.9714127463617577,0.054216096290530286,4.586930168082595e-05,0.06848213076708282,1.658987019780754e-05,0.0037128340752400524,3.5709132556258094e-06
Hmethyl,H,3,-250.26730244613324,1,1,1,x,1,x,-250.26730244613324,12.893876923818476,-250.2673024461332,12.893876923818478,0.005115717914776547,8.811253137802025e-05,0.06848213076708282,1.658987019780754e-05,0.00035033509491297035,6.025050808961896e-06
Hgamma,H,2,-99.84156705018808,1,1,1,1,1,1,-99.84156705018808,24.613649500974596,-99.84156705018806,24.613649500974603,0.004094753359562933,0.00011200239544485754,0.06848213076708282,1.658987019780754e-05,0.0002804173550325249,7.667644092543611e-06
Halphabeta,H,3,0.7373343544952871,1,1,1,1,x,1,0.7373343544952871,25.537951030106118,0.7373343544952821,25.537951030106118,0.006828403202752259,0.00017370753558567325,0.06848213076708282,1.658987019780754e-05,0.00046762454159716846,1.1933373757347994e-05
Hamine,H,2,98.04651876769033,1,x,1,1,x,x,98.04651876769033,46.22737685970579,98.04651876769032,46.22737685970577,0.0049949513630881594,0.00021078494767167927,0.06848213076708282,1.658987019780754e-05,0.0003420634515265109,1.440075243933557e-05
Hhydroxyl,H,1,248.6886508589491,1,1,x,1,x,1,248.6886508589491,60.9827550710593,248.68865085894907,60.98275507105928,0.0028400976252603073,0.00013875618035701716,0.06848213076708282,1.658987019780754e-05,0.00019449574425778993,9.498673929868203e-06
Hprotonated,H,1,4.740930443354626,1,x,x,x,x,x,4.740930443354626,109.27376888878668,4.740930443354629,109.2737688887867,0.002285212946953786,0.00024823866993763696,0.06848213076708282,1.658987019780754e-05,0.0001564984473258568,1.7020482242117424e-05
,Stochastic U,Composition,Number,Condensed,M2 M+N Relative Abundance,M2 M+N Relative Abundance Error,UM2,UM2 Error,U Values,U Values Error,Deltas,Deltas Error,Clumped Deltas Stochastic,Clumped Deltas Stochastic Error,Clumped Deltas Relative,Clumped Deltas Relative Error
13C Cmethyl   |   13C Cgamma   |   34S Ssulfur,5.1625129551993185e-06,13C13C34S,1,110000020000000000000,0.014355695114084788,2.3341222123911697e-05,0.0003596969617049494,4.215202878353889e-07,5.163699728593623e-06,1.0255249660948037e-08,,,0.22988288932292034,1.9864840533949009,-15.883175689240494,1.9544830759543208
13C Cmethyl   |   17O Ocarboxyl   |   17O Ocarboxyl   |   15N Namine,5.602290069762177e-12,13C17O17O15N,1,100001101000000000000,1.5571358036092775e-08,1.6804577795324244e-10,0.0003596969617049494,4.215202878353889e-07,5.600972820346157e-12,6.10408355419259e-14,,,-0.23512695694182836,10.895693507801026,-31.455608594668682,10.555444707045297
13C Cmethyl   |   17O Ocarboxyl   |   18O Ocarboxyl,1.573600727278221e-08,13C17O18O,1,100001200000000000000,4.3749601114457144e-05,4.602611906984551e-07,0.0003596969617049494,4.215202878353889e-07,1.5736592512687923e-08,1.659943870255492e-10,,,0.0371911308614624,10.548697909708103,-52.40258069772053,9.995547170535897
13C Cmethyl   |   18O Ocarboxyl   |   15N Namine,1.558057185405055e-07,13C18O15N,1,100000201000000000000,0.000434453766762914,5.182679193689678e-05,0.0003596969617049494,4.215202878353889e-07,1.5627243274317346e-07,1.8649081411231074e-08,,,2.9954882724452574,119.69446042112236,-27.500618247991987,116.05514692710463
13C Ccarboxyl   |   34S Ssulfur   |   15N Namine,1.8049503385835235e-06,13C34S15N,1,000010021000000000000,0.005016637857429397,5.367813680768424e-05,0.0003596969617049494,4.215202878353889e-07,1.8044689027507155e-06,1.9378363820807603e-08,,,-0.2667307917097707,10.736231023406004,19.739919192920514,10.951084347642693
15N Namine   |   D Hamine   |   D Hamine   |   D Hprotonated,1.6996869117728657e-14,15NDDD,1,000000001000000001101,4.719297358047416e-11,7.536398823648518e-14,0.0003596969617049494,4.215202878353889e-07,1.6975168614897158e-14,3.3319445354050216e-17,,,-1.276735302318788,1.9603284065590811,221.99879762093917,2.398581309190286
17O Ocarboxyl   |   17O Ocarboxyl   |   33S Ssulfur   |   15N Namine,4.122533269553313e-12,17O17O33S15N,1,000001111000000000000,1.1459441896649277e-08,1.8940057087811518e-11,0.0003596969617049494,4.215202878353889e-07,4.121926441657604e-12,8.355382105241821e-15,,,-0.14719781649577046,2.026759169404386,-13.663052125423908,1.9993617549118416
17O Ocarboxyl   |   17O Ocarboxyl   |   34S Ssulfur,6.239537872369289e-09,17O17O34S,1,000001120000000000000,2.5625568310002874e-05,0.0006003855022345565,0.0003596969617049494,4.215202878353889e-07,9.220061945239291e-09,2.1595449313053904e-07,,,477.68346532020075,34610.65507541127,446.5738763979797,33881.99885302367
17O Ocarboxyl   |   18O Ocarboxyl   |   15N Namine,5.444693404323694e-09,17O18O15N,1,000001201000000000000,1.5132060050309508e-05,2.487754092831809e-08,0.0003596969617049494,4.215202878353889e-07,5.442955455533525e-09,1.0703343719673341e-11,,,-0.3192004877248934,1.9658303828777013,-28.143167523841395,1.9111157181582497
17O Ocarboxyl   |   18O Ocarboxyl   |   33S Ssulfur,1.157958847259964e-08,17O18O33S,1,000001210000000000000,3.21745116421501e-05,4.960196959545808e-07,0.0003596969617049494,4.215202878353889e-07,1.1573076878518219e-08,1.7910907892461252e-10,,,-0.5623338080470343,15.467654947188477,-35.65816551143512,14.924499297531035
17O Ocarboxyl   |   34S Ssulfur   |   15N Namine,1.235581128952175e-07,17O34S15N,1,000000121000000000000,0.0003434711268579439,5.654585929898152e-07,0.0003596969617049494,4.215202878353889e-07,1.2354551802848652e-07,2.483103715800568e-10,,,-0.10193476118931043,2.009664648978854,1.6075025333096908,2.0131003949011923
18O Ocarboxyl   |   18O Ocarboxyl,3.823335365609874e-06,18O18O,1,000002200000000000000,0.01062654196124084,1.730583033069077e-05,0.0003596969617049494,4.215202878353889e-07,3.822334660186783e-06,7.569589807381513e-09,,,-0.26173624006185026,1.9798393506016896,-49.36605773851389,1.882595230304039
18O Ocarboxyl   |   33S Ssulfur   |   15N Namine,1.1465208874790738e-07,18O33S15N,1,000000211000000000000,0.00031737626973641915,5.220354881012782e-05,0.0003596969617049494,4.215202878353889e-07,1.141585339498903e-07,1.8773559549447934e-08,,,-4.30480424218125,163.74372027993778,-16.93022646973866,161.6674487317239
18O Ocarboxyl   |   34S Ssulfur,0.00017352826602326624,18O34S,1,000000220000000000000,0.48238440141890276,0.0004134538385133399,0.0003596969617049494,4.215202878353889e-07,0.00017351220403796582,2.5222856083414544e-07,,,-0.09256120439882909,1.453530117106843,-20.312197378412503,1.424137546359222
36S Ssulfur,0.00010622705288744875,36S,1,000000040000000000000,0.2953730676134416,0.00034493931587517953,0.0003596969617049494,4.215202878353889e-07,0.0001062446500988618,1.0392451367586567e-08,9.220226255882977,0.09871812002570958,,,9.22022625588271,0.09871812002571083
,IDS,Number,deltas,full_01,133_01,104_01,102_01,61_01,56_01,VPDB etc. Deltas,VPDB etc. Deltas Error,Relative Deltas,Relative Deltas Error,M1 M+N Relative Abundance,M1 M+N Relative Abundance Error,UM1,UM1 Error,Calc U Values,Calc U Values Error
Cmethyl,C,1,-45.07656908538652,1,1,1,x,1,x,-45.07656908538652,2.1461997573064284,-15.542854727202634,2.2125770693880695,0.15652748228479196,0.0003630274068248574,0.06820556918277783,1.6567837949228342e-05,0.01067604395762539,2.3994513286685885e-05
Cgamma,C,1,-35.155486994064546,1,1,1,1,1,1,-35.155486994064546,3.28317250470892,-5.314935045427417,3.3847139223803353,0.1581536527329894,0.0005291655896091333,0.06820556918277783,1.6567837949228342e-05,0.010786961655406335,3.6705868602645723e-05
Calphabeta,C,2,-29.872448919372285,1,1,1,1,x,1,-29.872448919372285,1.5535757221111965,0.1314959594100341,1.601624455784736,0.31803931314718875,0.0005064876729414124,0.06820556918277783,1.6567837949228342e-05,0.021692052042162846,3.4737953146406436e-05
Ccarboxyl,C,1,-25.04954703341074,1,1,x,1,x,x,-25.04954703341074,1.9204038161482107,5.103559759370343,1.9797977486064011,0.15981023712195933,0.0003278970561355363,0.06820556918277783,1.6567837949228342e-05,0.01089994606416647,2.1470114664536986e-05
Ocarboxyl,O,2,-12.93137176899464,1,1,x,1,x,x,-12.93137176899464,2.5612275418906987,-12.931371768994646,2.561227541890702,0.010995795901567958,2.709545099533647e-05,0.06820556918277783,1.6567837949228342e-05,0.0007499747437299183,1.9460206863285556e-06
Ssulfur,S,1,2.453850864688419,1,1,1,x,1,x,2.453850864688419,0.9870853982105885,2.453850864688414,0.9870853982105908,0.11577248143877267,9.402098343014225e-05,0.06820556918277783,1.6567837949228342e-05,0.007896328983261165,7.775271681704773e-06
Namine,N,1,10.020179983214357,1,x,1,1,x,1,10.020179983214357,0.9715343053192241,10.020179983214243,0.9715343053192315,0.054435934568471976,4.603532070924338e-05,0.06820556918277783,1.6567837949228342e-05,0.003712834181618299,3.5713601063534623e-06
Hmethyl,H,3,-250.26607810719253,1,1,1,x,1,x,-250.26607810719253,12.865977980773353,-250.26607810719253,12.865977980773362,0.005136469601310041,8.82767260402035e-05,0.06820556918277783,1.6567837949228342e-05,0.0003503356670220714,6.012014190855771e-06
Hgamma,H,2,-99.84322677925097,1,1,1,1,1,1,-99.84322677925097,24.577091816566966,-99.84322677925094,24.577091816566973,0.004111349328479639,0.00011229125323741426,0.06820556918277783,1.6567837949228342e-05,0.0002804168379937278,7.656255642696943e-06
Halphabeta,H,3,0.7350732256539724,1,1,1,1,x,1,0.7350732256539724,25.48638544491868,0.735073225653971,25.48638544491867,0.006856075725634252,0.00017405903925715098,0.06820556918277783,1.6567837949228342e-05,0.000467623485016883,1.1909278190701602e-05
Hamine,H,2,98.05385642614786,1,x,1,1,x,x,98.05385642614786,46.05524930186529,98.05385642614783,46.055249301865274,0.005015238439548311,0.0002108532868636723,0.06820556918277783,1.6567837949228342e-05,0.00034206573735387345,1.434713126251709e-05
Hhydroxyl,H,1,248.69185858743833,1,1,x,1,x,1,248.69185858743833,60.89386467262677,248.6918585874384,60.893864672626776,0.0028516210069579,0.0001391150605172562,0.06820556918277783,1.6567837949228342e-05,0.00019449624389357938,9.484828361408346e-06
Hprotonated,H,1,4.722959160792277,1,x,x,x,x,x,4.722959160792277,108.85596645653519,4.722959160792272,108.85596645653519,0.0022944381270035507,0.00024829074613801885,0.06820556918277783,1.6567837949228342e-05,0.00015649564811888504,1.6955405335269912e-05
,Stochastic U,Composition,Number,Condensed,M2 M+N Relative Abundance,M2 M+N Relative Abundance Error,UM2,UM2 Error,U Values,U Values Error,Deltas,Deltas Error,Clumped Deltas Stochastic,Clumped Deltas Stochastic Error,Clumped Deltas Relative,Clumped Deltas Relative Error
13C Cmethyl   |   13C Cgamma,0.00011516207680233768,13C13C,1,110000000000000000000,0.0022905199380414834,4.378445977347092e-06,0.05028276705651705,1.1028586005456164e-05,0.00011517368100262653,2.2187807370019812e-07,,,0.10076407625735638,1.926659190777064,-20.67650982495066,1.8866324983087035
13C Cmethyl   |   13C Ccarboxyl,0.00011636830331678692,13C13C,1,100010000000000000000,0.0023155143230918366,5.764417568187642e-05,0.05028276705651705,1.1028586005456164e-05,0.00011643071919344228,2.908713836909586e-06,,,0.5363649282169672,24.995757040396615,-9.987895745794887,24.732836199077394
13C Cmethyl   |   13C Calphabeta,0.0002315853011332278,13C13C,1,100100000000000000000,0.004605523901871988,2.8987738739362e-05,0.05028276705651705,1.1028586005456164e-05,0.00023157849083729038,1.459305261702667e-06,,,-0.029407289253647335,6.301372559319514,-15.442356613252565,6.204246967190707
13C Ccarboxyl   |   15N Namine,4.046969232483305e-05,13C15N,1,000010001000000000000,0.0008051631933953797,8.805045318255888e-06,0.05028276705651705,1.1028586005456164e-05,4.0485840595775654e-05,4.4349511859011673e-07,,,0.3990213420204709,10.958697561384193,15.579954772264749,11.124994463532676
13C Cmethyl   |   15N Namine,3.963838093033097e-05,13C15N,1,100000001000000000000,0.0007882746055227444,9.126479857251994e-06,0.05028276705651705,1.1028586005456164e-05,3.9636627670913276e-05,4.5892786742134694e-07,,,-0.044231358005958066,11.577866114863925,-5.722397139721136,11.512122163720987
13C Cmethyl   |   17O Ocarboxyl,8.00676333116943e-06,13C17O,1,100000100000000000000,0.00015934107803868775,1.9264366986506914e-06,0.05028276705651705,1.1028586005456164e-05,8.012111120229983e-06,9.69495105588062e-08,,,0.667908971373832,12.108452135882754,-27.624211040011478,11.766107010282942
13C Calphabeta   |   33S Ssulfur,0.00017128757924693967,13C33S,1,000100010000000000000,0.0034060769583091496,1.419910371775217e-05,0.05028276705651705,1.1028586005456164e-05,0.00017126697737816887,7.157032154908971e-07,,,-0.12027648975639488,4.178371944057258,2.465082010564721,4.189175832934158
13C Ccarboxyl   |   33S Ssulfur,8.606956002246095e-05,13C33S,1,000010010000000000000,0.00171285365967467,1.9339711961736405e-05,0.05028276705651705,1.1028586005456164e-05,8.61270221929554e-05,9.726832258722123e-07,,,0.6676247732582385,11.301129291451923,8.242612647313981,11.386678094297709
15N Namine   |   D Hamine,1.2700333620079278e-06,15ND,1,000000001000000000100,2.5291620145560066e-05,2.2694706757627514e-07,0.05028276705651705,1.1028586005456164e-05,1.2717326280511722e-06,1.1413140432533072e-08,,,1.3379696109383434,8.98648868128067,110.54043766446073,9.966524166714407
17O Ocarboxyl   |   15N Namine,2.78453186387086e-06,17O15N,1,000000101000000000000,5.5374298031840244e-05,1.0262820565401273e-07,0.05028276705651705,1.1028586005456164e-05,2.784372955115995e-06,5.210507873743115e-09,,,-0.05706839161364939,1.8712329858204004,-3.097661318298723,1.8655430033213882
17O Ocarboxyl   |   17O Ocarboxyl,1.4061552905818892e-07,17O17O,1,000001100000000000000,2.7957568637881878e-06,5.286728680113379e-09,0.05028276705651705,1.1028586005456164e-05,1.4057841816972252e-07,2.8145961454466274e-10,,,-0.26391742586917166,2.0016253996256017,-25.95265909170156,1.9501925878075517
17O Ocarboxyl   |   33S Ssulfur,5.922047305628404e-06,17O33S,1,000000110000000000000,0.00011777492254827294,2.2016322763569832e-07,0.05028276705651705,1.1028586005456164e-05,5.922048981744748e-06,1.1138898200154193e-08,,,0.0002830298814632215,1.8809201658297474,-10.508972506654315,1.861153100757891
18O Ocarboxyl,0.003910669282033891,18O,1,000000200000000000000,0.07775486272539503,0.00013883874532207634,0.05028276705651705,1.1028586005456164e-05,0.0039097296599042925,7.039109668992826e-06,-25.102318994540116,1.7552138612090635,,,-25.102318994540056,1.7552138612090626
33S Ssulfur   |   15N Namine,2.9317760158355245e-05,33S15N,1,000000011000000000000,0.0005830621347251866,1.0802925295970108e-06,0.05028276705651705,1.1028586005456164e-05,2.93179775653733e-05,5.4733987151036766e-08,,,0.007415539825450963,1.866922536216948,12.506127099050138,1.8902564894666813
34S Ssulfur,0.04437302414407163,34S,1,000000020000000000000,0.8825471497814964,0.0001684683293280578,0.05028276705651705,1.1028586005456164e-05,0.044376911108239846,4.569863730909668e-06,4.852773800453118,0.10347814057391867,,,4.852773800453278,0.1034781405739171
,Stochastic U,Composition,Number,Condensed,M3 M+N Relative Abundance,M3 M+N Relative Abundance Error,UM3,UM3 Error,U Values,U Values Error,Deltas,Deltas Error,Clumped Deltas Stochastic,Clumped Deltas Stochastic Error,Clumped Deltas Relative,Clumped Deltas Relative Error
13C Cgamma   |   13C Calphabeta   |   13C Calphabeta,1.268938046498512e-06,13C13C13C,1,011100000000000000000,0.0004266216797087773,7.403356856131234e-07,0.0029747785807806423,1.256832051382062e-05,1.2691051051041262e-06,5.811775199731928e-09,,,0.13165229466781647,4.580030692411542,-4.922336699282091,4.556886314710577
13C Cmethyl   |   13C Ccarboxyl   |   15N Namine,4.3205621421149195e-07,13C13C15N,1,100010001000000000000,0.0001453452401208398,3.4799592028937974e-06,0.0029747785807806423,1.256832051382062e-05,4.3237670430039946e-07,1.07874592773321e-08,,,0.7417786814914163,24.967721612381723,0.1374934411752047,24.95264517011052
13C Cmethyl   |   13C Cgamma   |   33S Ssulfur,9.093576448268458e-07,13C13C33S,1,110000010000000000000,0.00030583728122644794,5.240828011737491e-07,0.0029747785807806423,1.256832051382062e-05,9.097983033376542e-07,4.171403481479964e-09,,,0.4845821809661153,4.587197903058536,-17.89662955182372,4.502920486476547
13C Cmethyl   |   17O Ocarboxyl   |   15N Namine,2.9727784580093823e-08,13C17O15N,1,100000101000000000000,9.99487327725379e-06,1.5188479457658314e-07,0.0029747785807806423,1.256832051382062e-05,2.973312020825535e-08,5.048086918569579e-10,,,0.17948287223261328,16.98103975749964,-18.360203080938035,16.66627310845953
13C Cmethyl   |   17O Ocarboxyl   |   17O Ocarboxyl,1.5012175693499744e-09,13C17O17O,1,100001100000000000000,5.047110525925394e-07,5.7158185415450815e-09,0.0029747785807806423,1.256832051382062e-05,1.5014213231685969e-09,1.955863302841487e-11,,,0.13572570877369036,13.028513273318357,-40.70881329863356,12.496441870486047
13C Cmethyl   |   18O Ocarboxyl,4.175047715872911e-05,13C18O,1,100000200000000000000,0.01404251862192972,0.0001605943154972682,0.0029747785807806423,1.256832051382062e-05,4.177439174049093e-05,5.864233835085741e-07,,,0.5727978070973875,14.045908536064848,-39.47448535374503,13.483730074259881
13C Ccarboxyl   |   33S Ssulfur   |   15N Namine,3.195620044482405e-07,13C33S15N,1,000010011000000000000,0.00010753386793075875,1.5130951894270545e-06,0.0029747785807806423,1.256832051382062e-05,3.1989813230095504e-07,5.257532049305253e-09,,,1.0518392300557193,16.45230651992864,18.73638706914626,16.742952408895636
13C Ccarboxyl   |   34S Ssulfur,0.00048366356987433696,13C34S,1,000010020000000000000,0.16261550142031686,0.0004357254063034343,0.0029747785807806423,1.256832051382062e-05,0.0004837409424891632,1.3506433410250675e-06,,,0.1599719715218961,2.7925265104750046,10.054190468022497,2.8201519586295136
13C Calphabeta   |   34S Ssulfur,0.00096254194900135,13C34S,1,000100020000000000000,0.3236092688566296,0.0005360783114099126,0.0029747785807806423,1.256832051382062e-05,0.0009626679266100834,4.790780671820976e-06,,,0.130880123058672,4.977217540276012,5.028402494028295,5.001590384603835
17O Ocarboxyl   |   17O Ocarboxyl   |   15N Namine,5.220821427535848e-10,17O17O15N,1,000001101000000000000,1.7551351706497276e-07,3.0772342024901195e-10,0.0029747785807806423,1.256832051382062e-05,5.221138250607565e-10,2.3826086604172082e-12,,,0.0606845256283225,4.5636662611189225,-15.87309929560514,4.490954201978814
17O Ocarboxyl   |   17O Ocarboxyl   |   33S Ssulfur,1.1103464775987783e-09,17O17O33S,1,000001110000000000000,3.732940721439086e-07,6.605053955108031e-10,0.0029747785807806423,1.256832051382062e-05,1.1104672188372705e-09,5.088276720290105e-12,,,0.10874194760851032,4.582602658670965,-23.19851753281028,4.475806362646894
17O Ocarboxyl   |   18O Ocarboxyl,1.4664515963029147e-06,17O18O,1,000001200000000000000,0.0004930038063531697,8.598628196196104e-07,0.0029747785807806423,1.256832051382062e-05,1.4665766219193461e-06,6.583374587618877e-09,,,0.08525724050298583,4.489322800845446,-37.39575477058764,4.321072783557486
17O Ocarboxyl   |   33S Ssulfur   |   15N Namine,2.1987579661497672e-08,17O33S15N,1,000000111000000000000,7.3924086663505925e-06,1.3781558986198563e-08,0.0029747785807806423,1.256832051382062e-05,2.1990780194311725e-08,1.0181394018091728e-10,,,0.14556094228288707,4.630520582454241,-0.4489027568704054,4.627768306683644
17O Ocarboxyl   |   34S Ssulfur,3.3278647410971576e-05,17O34S,1,000000120000000000000,0.011188877621023382,2.0321166923949073e-05,0.0029747785807806423,1.256832051382062e-05,3.3284406724165e-05,1.471290082588173e-07,,,0.1730633196202275,4.421123444167106,-8.056588362720076,4.384745433876204
18O Ocarboxyl   |   15N Namine,1.451966658334011e-05,18O15N,1,000000201000000000000,0.004881565884211123,8.204191388046675e-06,0.0029747785807806423,1.256832051382062e-05,1.4521570560525672e-05,6.444894691474362e-08,,,0.13113091644663577,4.43873463242554,-14.967873482314126,4.371722945989471
18O Ocarboxyl   |   33S Ssulfur,3.087993119567329e-05,18O33S,1,000000210000000000000,0.010381813266127577,1.9096454891949604e-05,0.0029747785807806423,1.256832051382062e-05,3.08835916726955e-05,1.4142335665867755e-07,,,0.11853902779085412,4.579782116823268,-22.359319346711995,4.476850624414268
34S Ssulfur   |   15N Namine,0.00016474968078388305,34S15N,1,000000021000000000000,0.055386960128135265,0.00023368874273619483,0.0029747785807806423,1.256832051382062e-05,0.00016476100640766027,1.64118882676131e-08,,,0.06874443533670294,0.09961711725039529,14.90244678586821,0.10109470634067547
,Stochastic U,Composition,Number,Condensed,M4 M+N Relative Abundance,M4 M+N Relative Abundance Error,UM4,UM4 Error,U Values,U Values Error,Deltas,Deltas Error,Clumped Deltas Stochastic,Clumped Deltas Stochastic Error,Clumped Deltas Relative,Clumped Deltas Relative Error
13C Cmethyl   |   13C Cgamma   |   13C Calphabeta   |   13C Calphabeta,1.3547238363921388e-08,13C13C13C13C,1,111100000000000000000,3.7730344034416216e-05,6.229193911075299e-08,0.0003590214345319956,4.2067984302063244e-07,1.3546000594929642e-08,2.6598301445362787e-11,,,-0.09136688662857907,1.9633744332866137,-20.60712761730514,1.9230906325831245
13C Cgamma   |   13C Calphabeta   |   13C Calphabeta   |   13C Ccarboxyl,1.3831356265602539e-08,13C13C13C13C,1,011110000000000000000,3.85208672435495e-05,6.363150215958232e-08,0.0003590214345319956,4.2067984302063244e-07,1.3829816854693225e-08,2.7929193186236374e-11,,,-0.11129862319691299,2.019266415376344,-0.08685523648146097,2.019315778580273
13C Cgamma   |   13C Calphabeta   |   13C Calphabeta   |   15N Namine,4.7113565533956206e-09,13C13C13C15N,1,011100001000000000000,1.3120852045215705e-05,2.4049334502257553e-08,0.0003590214345319956,4.2067984302063244e-07,4.71066726742042e-09,1.0313387477451924e-11,,,-0.146303080096751,2.189048389899242,4.769198719436132,2.19981023569024
13C Cmethyl   |   13C Cgamma   |   34S Ssulfur,5.11008961443156e-06,13C13C34S,1,110000020000000000000,0.01423665684037925,2.3155516996132612e-05,0.0003590214345319956,4.2067984302063244e-07,5.111264776656209e-06,1.01530506308051e-08,,,0.22996900510854276,1.9868635184266747,-15.883145936209761,1.9548563188453993
13C Cmethyl   |   17O Ocarboxyl   |   17O Ocarboxyl   |   15N Namine,5.573771905528516e-12,13C17O17O15N,1,100001101000000000000,1.5521251567895967e-08,1.6757078818057328e-10,0.0003590214345319956,4.2067984302063244e-07,5.572464631064566e-12,6.075306507543302e-14,,,-0.23454035904311235,10.899811851858017,-31.45524633943934,10.559432198023298
13C Cmethyl   |   17O Ocarboxyl   |   18O Ocarboxyl,1.5655901703859825e-08,13C17O18O,1,100001200000000000000,4.360880821964871e-05,4.5895568083519336e-07,0.0003590214345319956,4.2067984302063244e-07,1.565649084337276e-08,1.6521317386121153e-10,,,0.0376305066342172,10.552772812854313,-52.402501989591826,9.999404831863146
13C Cmethyl   |   18O Ocarboxyl   |   15N Namine,1.5501259869380324e-07,13C18O15N,1,100000201000000000000,0.00043305528237603597,5.169575493854473e-05,0.0003590214345319956,4.2067984302063244e-07,1.5547684810885862e-07,1.856690359308187e-08,,,2.9949140841930695,119.77673911368406,-27.501375540471155,116.13489998268105
13C Ccarboxyl   |   34S Ssulfur   |   15N Namine,1.7957626346329674e-06,13C34S15N,1,000010021000000000000,0.005000495056542082,5.3527979931212914e-05,0.0003590214345319956,4.2067984302063244e-07,1.7952844262657994e-06,1.9288503309441427e-08,,,-0.2662982055324635,10.741120756966732,19.740314578228766,10.956071441796627
15N Namine   |   D Hamine   |   D Hamine   |   D Hprotonated,1.6996792749178536e-14,15NDDD,1,000000001000000001101,4.728177183215636e-11,7.552816515906227e-14,0.0003590214345319956,4.2067984302063244e-07,1.6975168954844128e-14,3.332473978776768e-17,,,-1.272227922851195,1.9606487105856047,221.99882209284723,2.3989624418778983
17O Ocarboxyl   |   17O Ocarboxyl   |   33S Ssulfur   |   15N Namine,4.1225323554682155e-12,17O17O33S15N,1,000001111000000000000,1.148100463650725e-08,1.898245064369839e-11,0.0003590214345319956,4.2067984302063244e-07,4.1219267632311636e-12,8.357118716432222e-15,,,-0.14689811621505633,2.027180867445993,-13.662975175995877,1.9997773090963789
17O Ocarboxyl   |   17O Ocarboxyl   |   34S Ssulfur,6.239536265930426e-09,17O17O34S,1,000001120000000000000,2.5656006768872148e-05,0.000600844131893334,0.0003590214345319956,4.2067984302063244e-07,9.213660898393543e-09,2.1571358075873085e-07,,,476.6579607370287,34572.05336502106,445.5695895283643,33844.20110875374
17O Ocarboxyl   |   18O Ocarboxyl   |   15N Namine,5.444691612442174e-09,17O18O15N,1,000001201000000000000,1.5160532293668506e-05,2.4935603286101685e-08,0.0003590214345319956,4.2067984302063244e-07,5.442955482357697e-09,1.0705729188414931e-11,,,-0.3188665599546933,1.966269157274265,-28.143162734300134,1.9115416511121628
17O Ocarboxyl   |   18O Ocarboxyl   |   33S Ssulfur,1.1579584242436288e-08,17O18O33S,1,000001210000000000000,3.223509839350337e-05,4.947679818865404e-07,0.0003590214345319956,4.2067984302063244e-07,1.1573094030261325e-08,1.783253900014518e-10,,,-0.560487495845296,15.399982095033591,-35.6567363199093,14.859197388474186
17O Ocarboxyl   |   34S Ssulfur   |   15N Namine,1.2355809962547845e-07,17O34S15N,1,000000121000000000000,0.0003441174217293089,5.667242115510023e-07,0.0003590214345319956,4.2067984302063244e-07,1.2354552766151303e-07,2.4836016606213906e-10,,,-0.10174941184442454,2.010067869406804,1.6075806301255409,2.013504088435647
18O Ocarboxyl   |   18O Ocarboxyl,3.823333558360868e-06,18O18O,1,000002200000000000000,0.010646536689542883,1.7343958154784026e-05,0.0003590214345319956,4.2067984302063244e-07,3.822334677782071e-06,7.570625511226226e-09,,,-0.2612590723659323,1.9801111767166577,-49.36605336247829,1.882852815083095
